Name,Year,1+planning,1+generation,1+revision,1+monitoring,2+text,2+element,3+student,3+casual,3+expert,4+smartphone,4+tablet,4+computer,4+misc,5+vision,5+lofi,5+high-fi,5+public,6+low,6+medium,6+high,7+no eval,7+case study,7+qualitative,7+quantitative,7+mixed,8+async,8+real-time,9+tool,9+consultant,9+collaborator,title,bibtex,link,abstract
StoryKit,2013,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Sharing Stories in the Wild: A Mobile Storytelling Case Study Using StoryKit,"@article{10.1145/2491500.2491506, author = {Bonsignore, Elizabeth and Quinn, Alexander J. and Druin, Allison and Bederson, Benjamin B.}, title = {Sharing Stories “in the Wild”: A Mobile Storytelling Case Study Using StoryKit}, year = {2013}, issue_date = {July 2013}, publisher = {Association for Computing Machinery}, address = {New York, NY, USA}, volume = {20}, number = {3}, issn = {1073-0516}, url = {https://doi.org/10.1145/2491500.2491506}, doi = {10.1145/2491500.2491506}, abstract = {Today’s mobile devices are equipped with a variety of tools that enable users to capture and share their daily experiences. However, designing authoring tools that effectively integrate the discrete media-capture components of mobile devices to enable rich expression---especially by children---remains a challenge. Evaluating such tools authentically, as they are being used in-situ, can be even more challenging. We detail a long-term, multimethod study on the use of StoryKit, a mobile storytelling application. By taking advantage of a public distribution channel, we were able to evaluate StoryKit’s use on a scale beyond that usually found in lab settings or limited field trials. Our results show that StoryKit’s simple but well-integrated interface attracted a high number of dedicated users in education contexts at all levels, including children with special learning needs. We include a discussion of the challenges and opportunities that similar “in the wild” studies hold for HCI research.}, journal = {ACM Trans. Comput.-Hum. Interact.}, month = {jul}, articleno = {18}, numpages = {38}, keywords = {social apps, participatory design, mobile storytelling, creativity, children, authoring, Mobile devices} }",https://dl.acm.org/doi/10.1145/2491500.2491506,"Today’s mobile devices are equipped with a variety of tools that enable users to capture and share their daily experiences. However, designing authoring tools that effectively integrate the discrete media-capture components of mobile devices to enable rich expression---especially by children---remains a challenge. Evaluating such tools authentically, as they are being used in-situ, can be even more challenging. We detail a long-term, multimethod study on the use of StoryKit, a mobile storytelling application. By taking advantage of a public distribution channel, we were able to evaluate StoryKit’s use on a scale beyond that usually found in lab settings or limited field trials. Our results show that StoryKit’s simple but well-integrated interface attracted a high number of dedicated users in education contexts at all levels, including children with special learning needs. We include a discussion of the challenges and opportunities that similar “in the wild” studies hold for HCI research."
Chu and Quek,2014,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,The effects of visual contextual structures on children's imagination in story authoring interfaces,"@inproceedings{10.1145/2593968.2610484, author = {Chu, Sharon Lynn and Quek, Francis}, title = {The effects of visual contextual structures on children's imagination in story authoring interfaces}, year = {2014}, isbn = {9781450322720}, publisher = {Association for Computing Machinery}, address = {New York, NY, USA}, url = {https://doi.org/10.1145/2593968.2610484}, doi = {10.1145/2593968.2610484}, abstract = {This paper investigates how the presentation of contextual visual images may influence a child's imagination during the use of authoring systems to create digital content. This issue is particularly significant to understand what supports the child's creativity in authoring systems in creative storytelling. We address specifically children aged 8 to 10 because of the ""FourthGrade Slump"" phenomenon whereby children experience a decrease in creative engagement at this period. We carried out a study in which children used a storytelling system that allows the user to physically enact stories in a digitallyaugmented space contextualized by either a contextual background image or a blank screen. Using methods of video coding and analysis, we uncovered themes relating differences between children's enactment in the presence of a digital background and without in terms of both the process and product of storytelling. We discuss implications that the themes have for the design of story authoring systems for children.}, booktitle = {Proceedings of the 2014 Conference on Interaction Design and Children}, pages = {329–332}, numpages = {4}, keywords = {perception, imagination, digitality, creativity, children}, location = {Aarhus, Denmark}, series = {IDC '14} }",https://dl.acm.org/doi/10.1145/2593968.2610484,"This paper investigates how the presentation of contextual visual images may influence a child's imagination during the use of authoring systems to create digital content. This issue is particularly significant to understand what supports the child's creativity in authoring systems in creative storytelling. We address specifically children aged 8 to 10 because of the ""FourthGrade Slump"" phenomenon whereby children experience a decrease in creative engagement at this period. We carried out a study in which children used a storytelling system that allows the user to physically enact stories in a digitally augmented space contextualized by either a contextual background image or a blank screen. Using methods of video coding and analysis, we uncovered themes relating differences between children's enactment in the presence of a digital background and without in terms of both the process and product of storytelling. We discuss implications that the themes have for the design of story authoring systems for children."
Creative Help,2015,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Creative help: A story writing assistant,"@inproceedings{roemmele2015creative,   title={Creative help: A story writing assistant},   author={Roemmele, Melissa and Gordon, Andrew S},   booktitle={Interactive Storytelling: 8th International Conference on Interactive Digital Storytelling, ICIDS 2015, Copenhagen, Denmark, November 30-December 4, 2015, Proceedings 8},   pages={81--92},   year={2015},   organization={Springer} }",https://link.springer.com/chapter/10.1007/978-3-319-27036-4_8,"We present Creative Help, an application that helps writers by generating suggestions for the next sentence in a story as it being written. Users can modify or delete suggestions according to their own vision of the unfolding narrative. The application tracks users’ changes to suggestions in order to measure their perceived helpfulness to the story, with fewer edits indicating more helpful suggestions. We demonstrate how the edit distance between a suggestion and its resulting modification can be used to comparatively evaluate different models for generating suggestions. We describe a generation model that uses case-based reasoning to find relevant suggestions from a large corpus of stories. The application shows that this model generates suggestions that are more helpful than randomly selected suggestions at a level of marginal statistical significance. By giving users control over the generated content, Creative Help provides a new opportunity in open-domain interactive storytelling."
InWell,2015,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,InkWell: A Creative Writer's Creative Assistant,"@inproceedings{gabriel_inkwell_2015,address = {New York, NY, USA},series = {C\&amp;{C} '15},title = {{InkWell}: {A} {Creative} {Writer}'s {Creative} {Assistant}},isbn = {978-1-4503-3598-0},url = {https://doi.org/10.1145/2757226.2757229},doi = {10.1145/2757226.2757229},abstract = {InkWell is a writer's assistant—a natural language revision program designed to assist creative writers by producing stylistic variations on texts based on craft-based facets of creative writing and by mimicking aspects of specified writers and their personality traits. It is built on top of an optimization process that produces variations on a supplied text, evaluates those variations quantitatively, and selects variations that best satisfy the goals of writing craft and writer mimicry. We describe the design and capabilities of InkWell, and present an early evaluation of its effectiveness and uses with two established literary writers along with an experiment using InkWell to write haiku on its own.},booktitle = {Proceedings of the 2015 {ACM} {SIGCHI} {Conference} on {Creativity} and {Cognition}},publisher = {Association for Computing Machinery},author = {Gabriel, Richard P. and Chen, Jilin and Nichols, Jeffrey},year = {2015},keywords = {creativity, writing, creative writing, natural language generation},pages = {93--102},}",https://doi.org/10.1145/2757226.2757229,"InkWell is a writer's assistant—a natural language revision program designed to assist creative writers by producing stylistic variations on texts based on craft-based facets of creative writing and by mimicking aspects of specified writers and their personality traits. It is built on top of an optimization process that produces variations on a supplied text, evaluates those variations quantitatively, and selects variations that best satisfy the goals of writing craft and writer mimicry. We describe the design and capabilities of InkWell, and present an early evaluation of its effectiveness and uses with two established literary writers along with an experiment using InkWell to write haiku on its own."
Rubegni and Landoni,2015,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Supporting creativity in designing story authoring tools,"@inproceedings{rubegni_supporting_2015,address = {New York, NY, USA},series = {{IDC} '15},title = {Supporting creativity in designing story authoring tools},isbn = {978-1-4503-3590-4},url = {https://doi.org/10.1145/2771839.2771898},doi = {10.1145/2771839.2771898},abstract = {In this paper we describe our experience in designing an application to support children in producing their stories in a formal setting, a primary school. In particular, we reflect on the implications of our findings on levels of creativity found in the produced stories. Besides, we compare two versions of our application: one is text-based and the other is image-rich. Feedback from teachers and children is presented and discussed in terms of implications for the design. We will then use our experience to revise the existing guidelines to design authoring tools to stimulate creativity.},booktitle = {Proceedings of the 14th {International} {Conference} on {Interaction} {Design} and {Children}},publisher = {Association for Computing Machinery},author = {Rubegni, Elisa and Landoni, Monica},year = {2015},keywords = {creativity, design, digital storytelling, evaluation, guidelines},pages = {287--290},}",https://doi.org/10.1145/2771839.2771898,"In this paper we describe our experience in designing an application to support children in producing their stories in a formal setting, a primary school. In particular, we reflect on the implications of our findings on levels of creativity found in the produced stories. Besides, we compare two versions of our application: one is text-based and the other is image-rich. Feedback from teachers and children is presented and discussed in terms of implications for the design. We will then use our experience to revise the existing guidelines to design authoring tools to stimulate creativity."
Sparkfolio,2015,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Mining Memories: Designing a Platform to Support Social Media BasedWriting,"@inproceedings{sadauskas_mining_2015,title = {Mining {Memories}: {Designing} a {Platform} to {Support} {Social} {Media} {BasedWriting}},doi = {10.1145/2702123.2702383},abstract = {Many teens struggle with school writing and particularly in identifyingpersonally relevant topics, which motivate writing improvement. However,a wealth of potential topics is available through their social mediadata. We explore the design of Sparkfolio, a prewriting support toolthat aims to help students successfully prepare meaningful writingtopics from their own social media content. This web-delivered tool wasevaluated with 46 teen users in the context of their high school Englishclass. Findings demonstrate that the use of social media can enhance thequality of written outcomes, as Sparkfolio users had significantlygreater gains than a control group.},booktitle = {{CHI} 2015: {PROCEEDINGS} {OF} {THE} {33RD} {ANNUAL} {CHI} {CONFERENCE} {ON} {HUMAN} {FACTORSIN} {COMPUTING} {SYSTEMS}},author = {Sadauskas, John and Byrne, Daragh and Atkinson, Robert K.},year = {2015},keywords = {Storytelling, Creative Writing, Education, Social Media},pages = {3691--3700},}",https://doi.org/10.1145/2702123.2702383,"Many teens struggle with school writing and particularly in identifying personally relevant topics, which motivate writing improvement. However,a wealth of potential topics is available through their social media data. We explore the design of Sparkfolio, a prewriting support tool that aims to help students successfully prepare meaningful writing topics from their own social media content. This web-delivered tool was evaluated with 46 teen users in the context of their high school Englishclass. Findings demonstrate that the use of social media can enhance the quality of written outcomes, as Sparkfolio users had significantly greater gains than a control group."
AWA,2016,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Reflecting on Reflective Writing Analytics: Assessment Challenges andIterative Evaluation of a Prototype Tool,"@inproceedings{shum_reflecting_2016,title = {Reflecting on {Reflective} {Writing} {Analytics}: {Assessment} {Challenges} {andIterative} {Evaluation} of a {Prototype} {Tool}},doi = {10.1145/2883851.2883955},abstract = {When used effectively, reflective writing tasks can deepen learners'understanding of key concepts, help them critically appraise theirdeveloping professional identity, and build qualities for lifelonglearning. As such, reflecting writing is attracting substantial interestfrom universities concerned with experiential learning, reflectivepractice, and developing a holistic conception of the learner. However,reflective writing is for many students a novel genre to compose in, andtutors may be inexperienced in its assessment. While these conditionsset a challenging context for automated solutions, natural languageprocessing may also help address the challenge of providing real time,formative feedback on draft writing. This paper reports progress indesigning a writing analytics application, detailing the methodology bywhich informally expressed rubrics are modelled as formal rhetoricalpatterns, a capability delivered by a novel web application. This hasbeen through iterative evaluation on an independently human-annotatedcorpus, showing improvements from the first to second version. Weconclude by discussing the reasons why classifying reflective writinghas proven complex, and reflect on the design processes enabling workacross disciplinary boundaries to develop the prototype to its currentstate.},booktitle = {{LAK} `16 {CONFERENCE} {PROCEEDINGS}: {THE} {SIXTH} {INTERNATIONAL} {LEARNINGANALYTICS} \& {KNOWLEDGE} {CONFERENCE},},author = {Shum, Simon Buckingham and Sandor, Agnes and Goldsmith, Rosalie andWang, Xiaolong and Bass, Randall and McWilliams, Mindy},year = {2016},keywords = {Education, Reflection, Learning Analytics, Rhetoric, Metadiscourse, NaturalLanguage Processing, Writing Analytics},pages = {213--222},}",https://doi.org/10.1145/2883851.2883955,"When used effectively, reflective writing tasks can deepen learners understanding of key concepts, help them critically appraise their developing professional identity, and build qualities for lifelong learning. As such, reflecting writing is attracting substantial interest from universities concerned with experiential learning, reflective practice, and developing a holistic conception of the learner. However,reflective writing is for many students a novel genre to compose in, and tutors may be inexperienced in its assessment. While these conditions set a challenging context for automated solutions, natural language processing may also help address the challenge of providing real time,formative feedback on draft writing. This paper reports progress in designing a writing analytics application, detailing the methodology by which informally expressed rubrics are modelled as formal rhetorical patterns, a capability delivered by a novel web application. This has been through iterative evaluation on an independently human-annotated corpus, showing improvements from the first to second version. We conclude by discussing the reasons why classifying reflective writing has proven complex, and reflect on the design processes enabling work across disciplinary boundaries to develop the prototype to its currentstate."
Writing Buddy,2016,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,The Design of Writing Buddy: A Mixed-Initiative Approach TowardsComputational Story Collaboration,"@inproceedings{samuel_design_2016,series = {Lecture {Notes} in {Computer} {Science}},title = {The {Design} of \textit{{Writing}} {Buddy}: {A} {Mixed}-{Initiative} {Approach} {TowardsComputational} {Story} {Collaboration}},volume = {10045},doi = {10.1007/978-3-319-48279-8_34},abstract = {The act of writing is often a difficult process; writing partners can bea way to test ideas, provide critiques, and overcome the difficulty ofadding words to a blank page. Writing Buddy is an in-developmentprototype of a mixed-initiative playful tool, intended to serve the roleof a digital writing partner by combining the authoring affordances ofwriting software with the natural curiosity inherent in playable media.In it, players create and arrange dramatic beats to achieve certainstory goals. Those dramatic beats are then satisfied through assigningcharacter actions to them. Finally, players pen prose and dialogue tobring those actions to life. Writing Buddy aims to ease the authoringprocess by offering suggestions based on character simulation and storystructure.},booktitle = {{INTERACTIVE} {STORY}℡{LING}, {ICIDS} 2016},author = {Samuel, Ben and Mateas, Michael and Wardrip-Fruin, Noah},editor = {Nack, F and Gordon, AS},year = {2016},keywords = {Collaborativewriting, Content authoring, Ensemble, Mixed-initiative, Playfultool, Playspecs, Story recognition, Usage scenarios and applications},pages = {388--396},}",https://link.springer.com/chapter/10.1007/978-3-319-48279-8_34,"The act of writing is often a difficult process; writing partners can be a way to test ideas, provide critiques, and overcome the difficulty of adding words to a blank page. Writing Buddy is an in-development prototype of a mixed-initiative playful tool, intended to serve the role of a digital writing partner by combining the authoring affordances of writing software with the natural curiosity inherent in playable media.In it, players create and arrange dramatic beats to achieve certainstory goals. Those dramatic beats are then satisfied through assigning character actions to them. Finally, players pen prose and dialogue to bring those actions to life. Writing Buddy aims to ease the authoring process by offering suggestions based on character simulation and story structure."
A3R,2017,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Reflective Writing Analytics for Actionable Feedback,"@inproceedings{gibson_reflective_2017,title = {Reflective {Writing} {Analytics} for {Actionable} {Feedback}},doi = {10.1145/3027385.3027436},abstract = {Reflective writing can provide a powerful way for students to integrateprofessional experience and academic learning. However, writingreflectively requires high quality actionable feedback, which istime-consuming to provide at scale. This paper reports progress on thedesign, implementation, and validation of a Reflective Writing Analyticsplatform to provide actionable feedback within a tertiary authenticassessment context. The contributions are: (1) a new conceptualframework for reflective writing; (2) a computational approach tomodelling reflective writing, deriving analytics, and providingfeedback; (3) the pedagogical and user experience rationale for platformdesign decisions; and (4) a pilot in a student learning context, withpreliminary data on educator and student acceptance, and the extent towhich we can evidence that the software provided actionable feedback forreflective writing.},booktitle = {{SEVENTH} {INTERNATIONAL} {LEARNING} {ANALYTICS} \& {KNOWLEDGE} {CONFERENCE}({LAK}'17)},author = {Gibson, Andrew and Aitken, Adam and Sandor, Agnes and Shum, SimonBuckingham and Tsingos-Lucas, Cherie and Knight, Simon},year = {2017},keywords = {Formative Feedback, Learning Analytics, Reflective Writing Analytics, Reflective WritingTheory},pages = {153--162},}",https://doi.org/10.1145/3027385.3027436,"Reflective writing can provide a powerful way for students to integrate professional experience and academic learning. However, writing reflectively requires high quality actionable feedback, which is time-consuming to provide at scale. This paper reports progress on the design, implementation, and validation of a Reflective Writing Analytics Platform to provide actionable feedback within a tertiary authentic assessment context. The contributions are: (1) a new conceptual framework for reflective writing; (2) a computational approach to modelling reflective writing, deriving analytics, and providing feedback; (3) the pedagogical and user experience rationale for platform design decisions; and (4) a pilot in a student learning context, with preliminary data on educator and student acceptance, and the extent to which we can evidence that the software provided actionable feedback for reflective writing."
GHOST,2017,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,GHOST: a GHOst STory-writer,"@inproceedings{guarneri_ghost_2017,address = {New York, NY, USA},series = {{CHItaly} '17},title = {{GHOST}: a {GHOst} {STory}-writer},isbn = {978-1-4503-5237-6},url = {https://doi.org/10.1145/3125571.3125580},doi = {10.1145/3125571.3125580},abstract = {Often, small independent studios developing video games are forced to ask game or level designers to write stories for their products. Unfortunately, game writing requires a different set of skills than game design. Moreover, there is a shortage of interactive tools devoted to help non-writers to (learn how to) create compelling storylines for interactive media like video games. Our goal has been to design, implement and test a tool embedded into a game engine to help non-writers to create stories (for video games). Our solution, designed with the help of domain-experts, does not generate contents, but interactively helps the user to produce a solid narrative structure for a story, to avoid falling into banality or creating boring, repetitive tales.},booktitle = {Proceedings of the 12th {Biannual} {Conference} on {Italian} {SIGCHI} {Chapter}},publisher = {Association for Computing Machinery},author = {Guarneri, Andrea and Ripamonti, Laura A. and Tissoni, Francesco and Trubian, Marco and Maggiorini, Dario and Gadia, Davide},year = {2017},keywords = {game design, automatic creation of content, game writing, storytelling for video games, Video games},}",https://doi.org/10.1145/3125571.3125580,"Often, small independent studios developing video games are forced to ask game or level designers to write stories for their products. Unfortunately, game writing requires a different set of skills than game design. Moreover, there is a shortage of interactive tools devoted to help non-writers to (learn how to) create compelling storylines for interactive media like video games. Our goal has been to design, implement and test a tool embedded into a game engine to help non-writers to create stories (for video games). Our solution, designed with the help of domain-experts, does not generate contents, but interactively helps the user to produce a solid narrative structure for a story, to avoid falling into banality or creating boring, repetitive tales."
Gonçalves et al.,2017,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,What Shall I Write Next? Subliminal and Supraliminal Priming as Triggers for Creative Writing,"@inproceedings{goncalves_what_2017,address = {New York, NY, USA},series = {{ECCE} '17},title = {What {Shall} {I} {Write} {Next}? {Subliminal} and {Supraliminal} {Priming} as {Triggers} for {Creative} {Writing}},isbn = {978-1-4503-5256-7},url = {https://doi.org/10.1145/3121283.3121294},doi = {10.1145/3121283.3121294},abstract = {Creative writing requires the manipulation of language in demanding ways, as individuals attempt to uniquely express themselves. As a result, during creative writing people often experience the writer's block: a stress reaction that affects their ability to write. Addressing this problem, creativity support tools have been incorporating story prompts to instigate the creative process. However, such strategies distract the user from the writing task and impose cognitive load to get over the block. In this paper, we investigate subliminal priming as a novel technique to support creative writing. We developed a text-editor that provides conscious and unconscious textual hints during a writing task and explored its impact on user's self-experienced creativity. Results showed that participants in the subliminal condition experienced more loss of self-consciousness when compared to the control condition. Self-report data revealed higher loss of self-consciousness in the subliminal condition while the analysis of eye-tracking data and verbal-accounts revealed a stronger influence on people's thoughts during the supraliminal condition. We report our findings and conclude with insights for future research.},booktitle = {Proceedings of the {European} {Conference} on {Cognitive} {Ergonomics}},publisher = {Association for Computing Machinery},author = {Gonçalves, Frederica and Caraban, Ana and Karapanos, Evangelos and Campos, Pedro},year = {2017},keywords = {Creativity Support Index, Creativity Support Tools, Subliminal priming},pages = {77--84},}",https://doi.org/10.1145/3121283.3121294,"Creative writing requires the manipulation of language in demanding ways, as individuals attempt to uniquely express themselves. As a result, during creative writing people often experience the writer's block: a stress reaction that affects their ability to write. Addressing this problem, creativity support tools have been incorporating story prompts to instigate the creative process. However, such strategies distract the user from the writing task and impose cognitive load to get over the block. In this paper, we investigate subliminal priming as a novel technique to support creative writing. We developed a text-editor that provides conscious and unconscious textual hints during a writing task and explored its impact on user's self-experienced creativity. Results showed that participants in the subliminal condition experienced more loss of self-consciousness when compared to the control condition. Self-report data revealed higher loss of self-consciousness in the subliminal condition while the analysis of eye-tracking data and verbal-accounts revealed a stronger influence on people's thoughts during the supraliminal condition. We report our findings and conclude with insights for future research."
LISA,2017,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,LISA: Lexically Intelligent Story Assistant,"@article{sanghrajka_lisa_2017,title = {{LISA}: {Lexically} {Intelligent} {Story} {Assistant}},volume = {13},copyright = {Copyright (c) 2021 Proceedings of the AAAI Conference on Artificial Intelligence and Interactive Digital Entertainment},issn = {2334-0924},shorttitle = {{LISA}},url = {https://ojs.aaai.org/index.php/AIIDE/article/view/12956},doi = {10.1609/aiide.v13i1.12956},abstract = {This paper serves as an introduction to building an assistive tool for story writers. Our tool, Lexically Intelligent Story Assistant (or LISA), aims to assist story writers by providing real-time feedback on lexical inconsistencies in the story. LISA analyzes the narrative and builds a knowledge base, using artificial intelligence to make inferences and point out errors in the narrative. Moreover, it also allows the user to interact with the system by querying the knowledge base in natural language form. This tool shows that it is possible to create a database for a narrative and use artificial intelligence to improve authoring of stories.},language = {en},number = {1},urldate = {2024-06-20},journal = {Proceedings of the AAAI Conference on Artificial Intelligence and Interactive Digital Entertainment},author = {Sanghrajka, Rushit and Hidalgo, Daniel and Chen, Patrick and Kapadia, Mubbasir},year = {2017},note = {Number: 1},keywords = {LISA},pages = {221--227},file = {Full Text PDF:C\:\\Users\\nicole\\Zotero\\storage\\J8YLS2I5\\Sanghrajka et al. - 2017 - LISA Lexically Intelligent Story Assistant.pdf:application/pdf},}",https://doi.org/10.1609/aiide.v13i1.12956,"This paper serves as an introduction to building an assistive tool for story writers. Our tool, Lexically Intelligent Story Assistant (or LISA), aims to assist story writers by providing real-time feedback on lexical inconsistencies in the story. LISA analyzes the narrative and builds a knowledge base, using artificial intelligence to make inferences and point out errors in the narrative. Moreover, it also allows the user to interact with the system by querying the knowledge base in natural language form. This tool shows that it is possible to create a database for a narrative and use artificial intelligence to improve authoring of stories."
Multiple Systems,2017,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Understanding and Evaluating the User Interface Design for Creative Writing,"@inproceedings{goncalves_understanding_2017,address = {New York, NY, USA},series = {{ECCE} '17},title = {Understanding and {Evaluating} the {User} {Interface} {Design} for {Creative} {Writing}},isbn = {978-1-4503-5256-7},url = {https://doi.org/10.1145/3121283.3121298},doi = {10.1145/3121283.3121298},abstract = {Recent decades brought us technological advances which have been able to significantly improve the writing activity. Everyone writes, and everyone has a wide variety of creative writing tools for that. In this paper, we present a study with 23 user experiences and interviews, regarding four different writing environments in a within-subject design. We obtained a deep understanding of which tool promotes higher levels of satisfaction and creativity during the process of creative writing. First, we compared the creative writing Dimensions (Serendipity, Haven, Evolution and Shuffle), combined with the Technology Acceptance Model dimensions. Through distinct evaluation methods, we discuss the results about how the usage of different creative writing environments can produce results that allow a better understanding of the user interface design process for users.},booktitle = {Proceedings of the {European} {Conference} on {Cognitive} {Ergonomics}},publisher = {Association for Computing Machinery},author = {Gonçalves, Frederica and Campos, Pedro},year = {2017},keywords = {Creativity Support Tools, Creative Writing tools, Human Computer Interaction, User Experience Design, User Interface Design},pages = {85--92},}",https://doi.org/10.1145/3121283.3121298,"Recent decades brought us technological advances which have been able to significantly improve the writing activity. Everyone writes, and everyone has a wide variety of creative writing tools for that. In this paper, we present a study with 23 user experiences and interviews, regarding four different writing environments in a within-subject design. We obtained a deep understanding of which tool promotes higher levels of satisfaction and creativity during the process of creative writing. First, we compared the creative writing Dimensions (Serendipity, Haven, Evolution and Shuffle), combined with the Technology Acceptance Model dimensions. Through distinct evaluation methods, we discuss the results about how the usage of different creative writing environments can produce results that allow a better understanding of the user interface design process for users."
